RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7497,15656441,Boni,680,Spain,Male,40,8,0,2,1,1,95398.65,1
7498,15586050,Trentino,598,France,Male,26,9,120634.23,1,1,0,146447.27,0
7499,15672393,Feng,705,Spain,Male,39,2,0,2,1,1,174433.28,0
 7500,15658005,Sung,608,France,Female,36,7,0,2,1,1,161204.7,0
7501,15794631,Chien,726,Germany,Male,28,1,105244.88,2,1,0,154537.31,0
7502,15786844,Hsing,711,Germany,Male,29,9,104716.52,1,1,0,141441.16,0 
1173,15682665,Frolov,633,France,Male,31,4,0,2,1,0,110571.09,0
1174,15590443,Uspenskaya,755,France,Female,39,5,0,2,1,1,37388.72,0
1175,15572223,Siciliani,707,Spain,Male,28,3,0,1,1,1,149745.43,0
 1176,15804780,K'ung,613,France,Female,40,2,0,2,1,1,156797.41,0
1177,15694771,Khan,719,Spain,Female,32,3,0,1,1,1,186410.52,0
1178,15735007,Andrews,504,France,Female,40,10,0,1,1,1,141761.12,0 
7510,15696562,Chidumaga,584,Spain,Female,49,3,0,2,0,0,115798.08,0
7511,15775073,Golubov,676,Spain,Female,33,2,0,2,1,1,176953.83,0
7512,15627970,Duigan,721,Spain,Male,30,8,121420.49,1,0,1,5044.98,0
 7513,15690116,Osonduagwuike,731,France,Male,40,8,0,2,1,1,71173.08,0
7514,15621662,Wei,611,Germany,Female,38,5,138570.19,1,1,1,196807.31,0
7515,15662213,Ch'en,721,France,Female,46,9,123578.25,1,1,1,4078.97,1 
1021,15758977,Kharkov,741,France,Male,45,6,138550.03,1,1,0,114989.35,1
1022,15785791,Chukwujekwu,838,Germany,Male,35,7,138974.39,1,1,1,187743.28,0
1023,15619769,Schecter,711,France,Male,58,1,0,1,1,1,105668.22,0
 1024,15641993,Bryant,625,France,Female,24,7,122652.58,2,1,1,185588.76,0
1025,15593679,Dellucci,850,Spain,Female,33,9,0,2,1,1,80656.89,0
1026,15610354,Ch'ang,850,France,Male,31,6,0,2,1,1,190424.53,0 
3020,15654229,Cremonesi,451,France,Male,51,10,0,1,1,1,139920.1,1
3021,15808877,Thomson,619,Germany,Female,51,2,116276.49,1,1,0,142280.3,1
3022,15608868,Bruno,714,France,Female,40,2,0,2,1,1,96875.44,0
 3023,15814973,Chiemela,788,France,Male,26,1,0,2,1,1,35483.55,0
3024,15693023,O'Donnell,513,France,Female,36,5,0,2,0,1,113727.08,0
3025,15768792,Azubuike,537,Spain,Male,83,4,0,1,1,1,176720.91,0 
2095,15657608,Hsia,756,France,Male,52,9,0,2,1,0,103895.72,0
2096,15601546,Lori,654,Spain,Male,33,5,0,1,1,0,78749.58,0
2097,15591697,Shao,623,Germany,Male,49,1,93185.26,2,1,0,82144.65,1
 2098,15756854,Lazarev,634,Germany,Male,45,3,125412.21,1,1,1,106579.29,0
2099,15743639,Longo,596,France,Male,31,4,0,2,1,0,126370.11,0
2100,15599891,Mazzi,571,France,Female,46,3,0,2,1,1,7554.27,0 
7469,15802658,Lucciano,743,France,Female,23,4,100597.8,1,1,0,177922.34,0
7470,15576723,Hancock,711,France,Male,29,5,0,2,1,0,96670.33,0
7471,15602737,Ch'ang,769,Spain,Male,35,7,0,1,1,1,152964.77,0
 7472,15594738,T'ao,653,Spain,Female,29,3,0,2,1,0,93794.42,0
7473,15585940,Mills,633,Spain,Male,37,2,0,2,1,0,163813.58,0
7474,15587623,Tsui,850,Spain,Male,29,4,0,1,1,0,140526.06,0 
2695,15740532,McGregor,658,France,Female,25,4,134941.33,1,1,1,37424.65,0
2696,15689822,Feng,806,Germany,Male,47,1,120960.58,1,1,0,8559.25,1
2697,15576085,Munro,668,France,Male,44,9,80420.57,2,1,1,165055.76,0
 2698,15625028,Korovina,776,France,Male,38,2,0,2,1,1,111532.26,0
2699,15783854,Palermo,620,Spain,Female,38,2,0,2,0,1,102581.84,0
2700,15717504,Mao,689,Germany,Male,43,1,132647.78,1,1,1,17835.03,0 
7444,15802680,Golubov,624,France,Female,36,10,0,2,1,1,181017.71,0
7455,15689911,Chiemela,684,Germany,Female,45,3,161287.87,1,1,1,82424.07,0
7456,15677043,Mackenzie,536,France,Male,32,4,0,2,1,0,93593.48,0
 7457,15615273,Sabbatini,633,France,Male,35,4,133488.89,1,1,1,21875.88,0
7458,15775029,Artyomova,604,France,Female,37,8,0,1,1,0,164637.6,1
7459,15676567,Graham,689,France,Male,31,3,0,2,1,1,147768.31,0 
7998,15661783,Chukwueloka,633,France,Male,31,7,0,2,1,1,1874396.25,0
7999,15658917,Baresi,664,France,Female,38,3,106959.86,1,1,0,186833.7,0
8000,15759024,Feng,850,France,Female,42,9,92492.2,1,1,0,179928.04,1
 8001,15758564,Glover,608,France,Female,36,1,0,2,1,0,102554.57,0
8002,15750300,Watts,834,France,Male,27,5,0,2,0,1,158896.01,0
8003,15700837,Morrison,597,France,Male,37,2,84912.26,1,1,0,95821.36,0 
7045,15658296,Loggia,788,France,Female,36,10,0,2,0,0,144131.34,0
7046,15655204,Wu,850,France,Female,55,2,0,2,1,1,138741.88,0
7047,15753652,Moss,532,Spain,Female,63,1,0,1,1,1,187417.18,0
 7048,15802080,Cocci,636,Germany,Male,41,9,118615.57,1,1,0,122106.72,1
7049,15588813,Milano,629,France,Male,31,5,120005.47,1,0,0,187500.62,0
7050,15687616,Lung,724,France,Male,33,8,0,2,1,1,93610.09,0 
7454,15590604,Ogochukwu,567,Spain,Male,42,9,0,1,1,1,14300.6,0
7455,15784883,Trentino,622,France,Female,34,2,0,2,1,0,161692.71,0
7456,15807569,Boyle,806,Spain,Female,56,4,0,2,1,1,160862.41,0
 7457,15572374,Boatright,850,France,Male,38,1,0,2,1,0,24625.72,0
7458,15581376,Ross,743,France,Male,34,3,0,2,1,0,145599.65,0
7459,15674971,Ndukaku,737,France,Male,38,9,0,2,1,0,134444.01,0 
7247,15678971,Enyinnaya,633,Germany,Female,42,9,128667.59,2,1,0,26543.01,0
7248,15782481,Iredale,737,France,Female,36,5,0,1,1,1,84460.44,0
7249,15644551,Ross,581,France,Female,32,5,159418.83,1,1,0,1025.12,0
 7250,15754791,Kao,738,France,Female,31,5,0,2,1,0,121122.06,0
7251,15728336,Hobson,643,France,Female,34,6,96145.66,1,0,0,68421.41,0
7252,15628752,McDonald,599,France,Female,45,1,110479.51,2,1,0,2829.72,0 
7130,15776535,Ford,557,France,Male,56,1,0,1,1,0,14412.21,1
7131,15697914,Wang,734,France,Male,43,1,0,1,1,0,74262.46,0
7132,15670398,Hs?,571,France,Male,30,3,0,2,1,0,157780.11,0
 7133,15769789,Vasiliev,609,France,Female,31,1,0,2,1,1,107373.67,0
7134,15688414,Hope,632,Germany,Female,37,9,95122.58,1,1,1,65973.45,0
7135,15581756,Corbet,624,France,Female,29,5,111395.5,1,0,1,99587.96,0 
8258,15718699,Buccho,624,France,Male,29,6,0,2,1,1,173693.16,0
8259,15626501,Chinwendu,626,France,Female,36,3,0,2,1,0,127626.71,0
8260,15583041,Gordon,756,France,Male,35,5,0,2,1,0,83932.02,0
 8261,15736169,Ch'ang,596,France,Male,48,6,82992.03,1,0,0,128698.58,1
8262,15751278,Lung,537,France,Male,38,6,0,2,1,0,137905.21,0
8263,15652877,Chinwendu,596,France,Male,63,3,118710.34,1,1,1,193298.41,0 
9284,15658034,Tsui,658,France,Female,39,4,0,2,1,0,9688.82,0
9285,15605940,Burgess,841,Germany,Male,43,9,133595.73,2,0,1,72884.92,0
9286,15736082,Barnes,727,Germany,Male,35,2,111622.66,2,1,1,162713.26,0
 9287,15791259,Hoad,743,Germany,Female,20,6,131946.49,2,1,0,39717.62,0
9288,15802982,Lettiere,724,Germany,Female,47,1,104147.56,1,1,0,193332.32,1
9289,15746045,Bradley,731,Germany,Male,37,1,124300.53,2,0,1,158713.52,0 
907,15726417,Lettiere,591,France,Female,37,3,0,2,1,0,142972.13,0
908,15634352,Sabbatini,611,Germany,Female,33,4,130158.21,1,1,0,2908.18,0
909,15695739,Gardiner,723,France,Male,30,5,0,2,0,0,121880.7,0
 910,15651422,Mackay,632,France,Male,36,5,0,2,1,1,24227.53,0
911,15781776,Doyle,622,France,Male,45,8,0,2,1,0,115461.2,0
912,15762465,Holt,686,Germany,Female,55,5,125764.48,1,1,0,166530.22,1 
8651,15781036,Kung,850,France,Male,37,1,0,2,1,1,132049.13,0
8652,15647110,Sanvito,649,France,Female,44,1,0,2,1,0,124078.41,0
8653,15672954,Wright,569,France,Male,35,2,137799.06,1,0,0,156580.65,1
 8654,15708936,Sung,586,France,Male,33,3,0,2,1,0,173935.11,0
8655,15667988,Nwokezuike,607,France,Female,30,8,0,2,0,0,20369.87,0
8656,15796027,Burgoyne,616,Spain,Male,50,2,102047.66,1,1,0,182490.27,1 
5709,15668079,Ugochukwu,638,France,Male,28,4,103514.89,1,1,0,96659.4,0
5710,15697211,Lucchesi,717,France,Male,31,3,0,2,0,0,90702.65,0
5711,15614003,Yen,698,France,Female,33,1,0,2,0,0,193569.25,0
 5712,15641488,Blackburn,684,France,Male,32,8,141181.92,1,0,0,177956.7,0
5713,15587109,Ho,611,France,Female,28,1,0,2,0,0,152967.9,0
5714,15802073,Onwumelu,747,Spain,Male,34,8,0,2,1,1,142417.32,0 
6418,15664142,Yin,652,France,Male,30,5,0,2,0,1,117875.81,0
6419,15685843,Chesnokova,796,Germany,Male,38,3,138865.84,2,1,0,118698.79,0
6420,15777707,Ch'eng,697,France,Male,28,1,121177.14,1,1,1,158549.26,0
 6421,15675591,Ch'ang,651,France,Female,55,7,0,1,1,0,151324.92,1
6422,15586531,Hsing,648,France,Male,36,9,0,2,1,1,170787.02,0
6423,15702406,Christian,526,France,Male,35,1,0,2,1,1,124565.41,0 
5690,15734608,Ritchie,686,Germany,Female,43,3,122845.07,1,1,1,177554.43,1
5691,15632423,Greco,567,France,Male,33,8,143947.88,1,0,0,92439.14,0
5692,15706801,Lo,678,France,Female,51,1,105801.11,1,1,1,54433.35,0
 5693,15755915,Fyodorova,732,France,Male,31,6,0,2,1,0,169774.61,0
5694,15761787,Ch'ien,719,France,Male,28,4,0,2,1,1,63349.63,0
5695,15654931,Capon,532,France,Female,40,8,0,2,1,0,91851.93,0 
7021,15725014,Maclean,637,France,Female,43,8,0,2,1,1,154908.65,0
7022,15698920,Harrison,569,France,Female,40,2,0,2,1,1,153577.06,0
7023,15604913,Sopuluchukwu,621,Germany,Male,45,8,141402.32,1,1,1,114198.55,1
 7024,15812062,T'ao,666,France,Female,26,1,0,1,1,1,126980.26,0
7025,15697791,Jibunoh,497,France,Male,39,4,0,1,1,0,163830.19,1
7026,15788771,Feng,559,Spain,Female,40,2,0,2,1,1,162324.32,0 
4915,15735709,Hsia,647,France,Female,42,2,0,2,1,0,162637.06,0
4916,15687585,Trentino,752,France,Male,37,8,137826.49,1,1,0,66690.48,0
4917,15720367,Chu,731,Spain,Male,29,6,105307.67,1,1,0,92322,0
 4918,15798401,Crawford,850,Spain,Female,40,9,0,2,1,0,149381.42,0
4919,15771765,Mazzi,680,France,Female,33,4,0,2,1,0,161551.68,0
4920,15735669,Gray,639,Spain,Male,52,0,0,1,1,1,135869.51,1 
2152,15663491,Roberts,726,France,Male,27,5,0,2,0,0,102954.82,0
2153,15625088,T'ien,717,France,Male,40,3,0,2,1,1,128035.23,0
2154,15759260,Chin,593,France,Female,55,5,0,1,1,0,124541.28,1
 2155,15772675,Dawson,718,Germany,Male,36,9,156907.07,2,1,1,127620.89,0
2156,15698532,Nixon,687,Spain,Male,28,4,0,2,1,0,109198.53,0
2157,15650828,Campbell,544,France,Female,27,8,0,2,0,1,156869.62,0 
6222,15767405,Ugochukwutubelum,637,Spain,Male,40,7,0,2,1,0,140167.24,0
6223,15591777,Howarth,767,France,Male,38,9,0,2,1,0,73822.83,0
6224,15804864,Tucker,799,France,Female,39,10,115057.6,1,1,1,108261.97,0
 6225,15582273,Yudina,727,France,Male,29,2,0,2,1,0,188783.88,0
6226,15710178,Lombardo,532,Spain,Male,61,8,0,1,1,1,97913.54,1
6227,15726198,Buckley,715,Spain,Female,46,1,0,2,1,1,120310.84,0 
8723,15673034,Anderson,557,France,Male,39,2,0,2,1,0,65126.79,0
8724,15582466,Ch'eng,585,Spain,Male,33,3,0,2,0,0,168030.46,0
8725,15753654,McIntyre,694,France,Female,49,7,0,2,1,1,146815.08,0
 8726,15656920,Ch'ang,573,Spain,Female,37,2,170624.11,1,1,1,90278.41,0
8727,15807380,Anderson,719,France,Male,30,6,0,2,0,1,107320.07,0
8728,15718604,Daluchi,652,France,Male,34,5,135239.73,1,1,1,170112.9,0 
1913,15778709,Uspensky,564,France,Female,51,8,0,2,1,1,23699.95,0
1914,15622487,Chinedum,719,Spain,Male,36,2,0,2,1,1,132823.21,0
1915,15656630,Bishop,760,Germany,Male,43,4,131268.72,1,1,1,115982.22,0
 1916,15762481,Marcelo,629,France,Female,35,3,0,1,1,0,19929.79,1
1917,15717227,Hsia,640,France,Male,34,2,0,1,1,1,155417.23,0
1918,15777950,Yuan,620,France,Male,37,8,0,2,1,1,176849.28,0 
2487,15621993,Chineze,656,Spain,Female,46,8,93842.3,1,0,0,36774.09,1
2488,15667591,Kazantseva,751,France,Male,26,0,0,2,0,0,157702.32,0
2489,15713508,Hickey,737,France,Female,32,8,0,2,1,1,114831.76,0
 2490,15768088,Lombardo,665,France,Female,36,4,0,2,1,1,93823.53,0
2491,15607198,McGregor,616,France,Female,26,8,0,2,0,1,73782.63,0
2492,15701153,Macleod,614,Spain,Female,42,9,0,2,0,0,107874.86,0 
8329,15652474,Chung,601,Germany,Male,31,3,114549.91,2,1,1,152661.43,0
8331,15583455,Chukwualuka,571,France,Female,38,5,0,2,1,1,134798.85,0
8332,15789024,Scott,721,France,Male,31,2,0,2,1,1,131868.75,0
 8333,15802029,Fang,611,France,Male,35,6,0,2,1,1,94048.84,0
8334,15653503,Thompson,696,France,Female,35,4,0,1,1,1,85785.16,0
8335,15595097,Walker,637,France,Female,37,4,108971.34,1,1,1,141488.92,0 
2969,15784237,Chukwujekwu,783,France,Female,66,9,141432.85,1,0,0,107770.1,1
2970,15777565,Martin,708,Spain,Male,43,8,0,2,1,1,172896.91,0
2971,15790019,Pisani,751,France,Male,44,7,0,2,1,1,27377.36,0
 2972,15784913,Tseng,639,France,Male,33,8,0,2,1,1,147766.08,0
2973,15774628,Golubev,631,France,Female,34,3,160149.29,1,1,0,138862.19,1
2974,15676216,Hs?,551,France,Male,36,4,132400.83,1,1,1,107881.73,0 
3422,15776797,Marino,708,France,Female,36,2,0,2,1,0,1663.6,0
3423,15753031,Pisano,527,France,Female,39,8,101924.52,1,1,1,77265.31,0
3424,15756873,De Rose,838,Germany,Male,47,5,127521.44,1,0,1,181903.64,1
 3425,15782639,Crawford,569,Germany,Female,39,7,111886.45,1,1,1,194747.02,0
3426,15678863,Boni,536,France,Male,37,9,0,2,1,1,181167.21,0
3427,15801682,Hancock,742,Germany,Female,40,2,156576.34,1,1,1,87986.72,0 
1830,15745334,Chibuzo,716,Germany,Female,44,3,115896.1,1,1,1,21324.91,0
1831,15683871,Lei,593,France,Male,39,1,83886.42,2,1,1,89177.65,0
1832,15720504,Bergamaschi,742,Germany,Female,51,7,151081.87,1,1,1,140695.18,0
 1833,15781405,Mills,812,Spain,Female,34,6,0,2,1,1,124883,0
1834,15803568,Gibson,776,Germany,Female,37,2,137770.21,1,0,1,5824.95,0
1835,15679410,Miezin,767,France,Female,47,1,163414.32,2,0,0,92734.05,0 
7233,15759867,Gibbons,685,France,Female,38,5,0,2,1,1,58338.62,0
7234,15641315,White,543,France,Male,32,1,157938.19,1,1,1,164324.47,0
7235,15784437,Holloway,704,France,Male,36,9,0,1,1,0,128814.48,1
 7236,15789942,Burns,691,France,Female,36,3,0,1,1,0,159811.49,0
7237,15690972,Wu,521,France,Female,26,2,0,2,1,1,141424.42,0
7238,15677956,Ch'eng,585,Spain,Male,40,1,0,1,1,0,104274.74,1 
600,15649807,Zaytseva,652,France,Male,35,3,123822.36,1,1,1,30372.69,0
601,15692965,Thomson,528,France,Male,45,9,0,2,0,1,192426.96,0
602,15769107,Wyatt,732,Spain,Male,35,8,0,2,1,1,166180.69,0
 603,15691856,Lu,850,France,Male,39,3,0,2,1,1,94229.81,0
604,15649123,Burgess,629,France,Female,31,10,0,2,1,1,166649.86,0
605,15576472,Gould,724,France,Female,59,2,0,1,1,1,152858.29,1 
1290,15621573,Iroawuchi,705,Germany,Male,45,6,128904.81,1,1,0,147555.11,0
1291,15810685,Mazzi,529,Germany,Male,34,7,109997.52,2,1,0,163975.1,0
1292,15770094,Anenechukwu,744,Spain,Male,35,2,0,2,1,0,143032.08,0
 1293,15665783,Marshall,592,France,Male,29,8,0,2,1,0,177110.7,0
1294,15798392,T'ien,621,France,Female,46,7,125748.41,1,0,0,3687.29,1
1295,15746947,Ferrari,593,France,Female,37,5,0,2,0,0,113570.67,0 
4863,15790943,Chukwuemeka,594,France,Male,38,3,0,2,1,0,49069.81,0
4864,15791403,Fleming,625,Germany,Male,41,2,148092.84,1,1,1,186963.78,0
4865,15593776,K?n,742,France,Female,32,9,0,2,0,0,32344.98,0
 4866,15802880,T'ien,672,France,Male,35,2,134482.53,2,1,1,143928.62,0
4867,15770894,Pisani,631,France,Male,35,3,0,2,1,0,176736.83,0
4868,15758604,Owens,583,France,Male,32,5,124921.19,1,0,1,64791.01,0 
5271,15776029,Chidubem,630,France,Male,24,1,162369.88,2,0,0,91217.39,0
5272,15784426,Yegorova,619,France,Male,37,7,0,1,1,1,190134.05,0
5273,15652728,Trevisano,850,France,Male,37,10,148480.66,1,1,0,105572.42,0
 5274,15762215,Azubuike,647,France,Female,41,3,0,2,1,0,177814.75,0
5275,15787969,Liang,749,Spain,Female,39,3,135767.45,2,1,1,122374.68,0
5276,15633687,Yusupova,660,Spain,Female,38,9,0,2,1,1,153534.8,0 
3516,15662646,Dowling,601,France,Male,38,8,0,1,1,1,23933.95,0
3517,15601902,O'Brien,596,France,Female,44,1,0,2,1,0,95884.78,0
3518,15734547,Herz,699,Germany,Male,24,3,111651.8,1,0,0,103521.53,1
 3519,15640774,H?,738,Germany,Male,40,2,157762.39,2,0,0,175421.33,0
3520,15749956,Boyd,638,Germany,Male,45,6,94690.36,1,0,0,142969.49,1
3521,15666975,Lucchese,527,Germany,Female,35,9,138154.87,1,1,1,173083.29,0 
9186,15740822,Hill,624,France,Female,32,1,0,2,1,0,7881.55,0
9187,15779942,Lucciano,667,France,Female,37,2,111802.12,1,1,0,2700.87,0
9188,15710190,Wright,663,Germany,Male,29,9,131162.13,2,1,0,195337.65,0
 9189,15596651,Yefimova,580,Spain,Male,36,2,160812.23,1,1,1,33396.09,0
9190,15792294,Chin,680,France,Male,37,8,0,2,1,0,154869.67,0
9191,15646940,Yu,745,France,Male,52,4,0,1,1,0,148522.01,1 
5327,15762728,Chukwudi,619,France,Male,36,3,0,2,1,0,120650.63,0
5328,15691098,Ellis,647,Germany,Female,32,1,124447.52,2,1,0,95939.79,0
5329,15798075,Nwachukwu,807,Spain,Female,40,2,94774.19,1,1,1,186880.41,0
 5330,1561905,Hargreaves,775,France,Male,33,2,123611.71,2,1,1,192850.1,0
5331,15572094,P'eng,730,Germany,Female,41,2,130081.58,1,1,1,20403.32,0
5332,15585631,Hall,654,Germany,Male,35,1,138831.81,1,1,0,149614.92,0 
7866,15695094,Ch'eng,636,France,Female,63,2,0,2,1,1,199547.65,0
7867,15724091,McKay,735,Germany,Male,31,2,121826.14,2,1,0,133648.73,0
7868,15573776,Cocci,595,France,Male,40,9,0,2,0,0,129942.57,0
 7869,15584915,Howells,694,France,Male,36,1,0,2,1,1,172497.09,0
7870,15797870,Ch'ien,696,France,Female,46,10,0,1,1,0,123316.64,1
7871,15590077,Liang,560,Germany,Male,44,1,116523.69,1,1,0,114095.48,0 
4826,15775364,Drake,540,France,Female,38,6,0,2,1,0,47031.25,0
4827,15731647,Manna,539,Germany,Female,44,8,137436.29,2,0,1,127855.55,0
4828,15705783,Ch'iu,569,Germany,Male,48,4,113559.09,1,0,0,124576.1,1
 4829,15585498,Milne,569,France,Female,33,6,109344.67,1,0,0,141166.86,0
4830,15593738,Okwudiliolisa,850,France,Female,40,3,0,2,1,1,139978.33,0
4831,15802673,Chu,612,Spain,Female,34,4,14121.27,1,0,1,28693.11,0 
9889,15714709,Trentino,619,France,Female,35,7,0,1,1,1,77779.93,0
9890,15681140,Fang,739,France,Male,33,5,0,2,1,1,178021.23,0
9891,15691886,Ch'iu,632,France,Male,37,1,0,2,1,1,86933.29,0
 9896,15569395,Lori,711,France,Female,46,7,0,2,1,1,131922.98,0
9897,15638088,Nucci,581,France,Male,34,0,174913.54,2,0,0,165465.5,0
9898,15733216,Moore,692,France,Female,36,4,85224.07,1,1,1,170903.43,0 
976,15779905,Hargrove,715,Spain,Male,40,10,0,2,1,0,104071.92,0
977,15803899,Pai,655,Germany,Female,43,8,132767.22,2,1,1,35578.23,0
978,15647579,Hargrove,657,France,Female,50,3,0,1,1,1,115280.96,1
 979,15790800,Chukwumaobim,697,France,Female,29,2,0,2,0,1,160562.55,0
980,15792112,Mackenzie,811,France,Female,45,3,0,2,1,0,96777.61,0
981,15604361,McGill,636,France,Female,31,8,0,2,0,0,102526.76,0 
5239,15752027,Kao,680,France,Male,41,4,0,2,1,0,166817.5,0
5240,15697570,Dellucci,644,Germany,Male,35,5,135937.25,1,0,0,96519.65,0
5241,15624138,Topp,733,France,Female,38,1,0,2,0,1,176746.44,0
 5242,15575345,Preston,757,France,Male,30,1,141580.65,1,1,1,126427.44,0
5243,15725846,Boni,721,Germany,Female,55,8,133733.18,2,0,0,146876.01,1
5244,15698939,Carpenter,850,Spain,Male,34,4,0,2,1,1,131913.96,0 
3874,15602434,Y?an,630,Germany,Female,45,3,122364.2,2,0,0,175712.07,1
3875,15575933,Omeokachie,632,France,Female,33,9,0,1,1,0,86291.59,0
3876,15806417,Li Fonti,664,France,Female,43,1,0,2,1,1,48237.52,0
 3877,15632100,Yeh,795,France,Female,22,6,0,1,1,0,36335.79,0
3878,15814470,Yeh,850,Spain,Male,46,4,0,2,1,1,102760.21,0
3879,15754252,Cattaneo,691,France,Female,43,1,0,1,1,0,125870.74,1 
3567,15658525,Anderson,676,France,Female,30,3,111713.25,1,1,1,98543.48,0
3568,15586022,Meng,460,France,Female,32,8,191034.59,2,1,0,63821.6,0
3569,15704291,Berezovskii,850,France,Male,33,2,0,2,0,0,172055.13,0
 3570,15680508,Chienezie,633,France,Female,34,4,92688.96,1,1,0,35454.67,0
3571,15684869,Liang,608,France,Male,33,7,0,2,1,0,178078.85,0
3572,15733235,Folliero,716,France,Female,34,6,0,2,1,0,192263.8,0 
2813,15757921,Mcdonald,546,France,Female,19,0,0,1,1,0,51119.32,0
2814,15646901,Anderson,694,France,Female,41,5,0,2,1,1,171870.07,0
2815,15704325,McCartney,584,France,Male,33,8,0,2,1,0,10034.25,0
 2816,15756946,Preston,740,Germany,Male,31,1,104927.54,2,0,0,1693.95,0
2817,15804143,McKay,525,France,Male,32,3,0,2,1,0,2048.43,0
2818,15618350,Ch'in,488,Spain,Male,21,1,0,2,1,1,140611.47,0 
9378,15804812,Hurst,746,Spain,Female,36,4,0,2,1,0,129848.31,0
9379,15667557,Yao,715,France,Male,65,9,0,2,1,1,141899.8,0
9380,15741707,Hargreaves,738,Germany,Female,28,5,142408.5,1,1,1,38631.59,0
 9381,15770188,Golubev,636,Germany,Male,35,2,108487.02,1,0,0,182733.45,1
9382,15617795,Booth,664,France,Male,32,8,0,2,1,1,58155.19,0
9383,15666907,Ts'ui,583,France,Female,26,1,0,2,1,0,188239.77,0 
1094,15799348,Leach,455,France,Female,44,1,0,1,1,0,1023,0
4131,15772212,Chukwufumnanya,738,France,Male,39,2,0,2,1,0,139012.61,0
4132,15607786,Cocci,718,France,Female,40,2,0,2,1,0,65784.18,0
4133,15803871,Boni,605,Spain,Male,31,4,0,2,0,0,83892.75,0
 4134,15606312,Onyemauchechukwu,721,Germany,Male,36,7,101796.01,1,1,0,106250.28,0
4135,15772069,Nwachukwu,680,Germany,Female,33,6,79930.28,2,1,1,89101.24,0
4136,15761295,Fang,724,France,Female,30,6,0,2,1,0,98937.65,0 
4559,15617772,Anderson,640,France,Male,35,4,0,2,1,1,33262.63,0
4560,15682275,Boni,726,France,Male,44,1,100759.27,1,1,1,175577.99,0
4561,15654859,Ch'in,637,France,Male,40,5,134946.36,1,1,0,92468.83,0
 4562,15727785,Mooney,636,France,Male,30,7,0,2,0,0,7946.95,0
4563,15644921,Lewis,665,France,Female,39,9,0,2,1,0,180127.41,0
4564,15748367,Tang,633,Germany,Male,35,3,118069.58,1,0,0,163747.07,0 
8610,15681652,Lavrentiev,681,France,Male,38,1,0,2,1,0,12829.79,0
8611,15793366,Boni,646,France,Male,41,2,0,2,1,1,70654.19,0
8612,15789412,Nebeleva,717,France,Female,32,1,0,2,1,1,121357.51,0
 8613,15646783,Ts'ui,713,France,Male,47,2,0,2,1,0,148930.09,0
8614,15802339,Mazzanti,651,France,Male,34,8,0,2,0,0,114442.34,0
8615,15797095,Chukwuebuka,682,France,Male,36,3,0,2,0,0,93910.23,0 
1558,15628918,Caldwell,788,Spain,Male,33,9,0,2,1,1,133958.35,0
1559,15754463,Manna,687,Germany,Female,35,2,132779.33,1,1,1,100193.83,0
1560,15659879,Cattaneo,735,France,Male,55,0,117063.94,1,1,1,168049.21,1
 1561,15632617,Ch'ang,600,Spain,Female,40,6,0,2,0,1,161358.91,0
1562,15608393,Watt,665,Germany,Male,48,6,126263.95,1,0,1,173544.17,1
1563,15657795,Onyemauchechukwu,592,France,Male,35,3,0,2,1,0,59646.23,0 
5136,15705764,Yin,624,Germany,Male,33,5,121286.81,1,1,0,109544.93,0
5137,15691390,Doyle,636,France,Male,33,3,0,2,0,1,163375.12,0
5138,15643734,Sagese,569,France,Female,33,8,0,2,1,1,136948.81,0
 5139,15612072,Nnachetam,717,France,Female,49,6,0,1,1,0,107515.17,1
5140,15722560,Yen,755,France,Female,40,1,0,2,0,0,94725.69,0
5141,15593713,Huang,444,Germany,Female,61,2,118033.64,1,0,1,183888.74,1 
5103,15813111,Nwokezahulu,630,France,Female,40,4,0,2,1,1,81743.9,0
5104,15777980,Madukwe,686,France,Male,34,4,0,2,1,0,45853.44,0
5105,15688501,Toscani,801,France,Male,36,9,136772.58,1,1,1,142495.6,0
 5106,15659924,Golibe,717,Spain,Female,30,2,0,2,1,1,170937.33,0
5107,15758960,Nwokezahulu,620,Germany,Male,34,2,131676.24,1,0,1,124057.41,0
5108,15638081,Palermo,526,Spain,Male,45,9,0,2,1,0,104902.86,0 
576,15608415,Chigozie,793,Spain,Female,36,9,0,2,1,1,163549.62,0
577,15621353,Nwebube,724,France,Male,25,1,0,1,1,1,122837.38,0
578,15633440,Hargreaves,515,Germany,Male,52,9,142612.98,2,1,1,2713.6,0
 579,15660313,Liang,706,France,Female,28,4,122175.74,1,1,1,180501.15,0
580,15732128,MacDonald,728,France,Female,39,7,118481.26,1,1,0,168896.65,0
581,15703082,Ritchey,850,Germany,Male,70,9,148840.44,2,1,1,180428.47,0 
2957,15717239,Kung,697,France,Female,40,1,0,1,1,0,15079.82,0
2958,15740288,Chinwendu,850,France,Male,51,1,0,2,0,0,988.18,0
2959,15678839,Udinesi,732,France,Male,33,9,123700.07,1,1,1,1689.86,0
 2960,15659418,Mancini,592,France,Female,31,5,0,2,0,0,182568.31,0
2961,15690546,Bruno,705,France,Male,35,8,0,1,1,1,47727.13,0
2962,15708937,Beneventi,520,Germany,Male,32,4,103361.26,2,1,0,131306.44,0 
