,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
272,7840,15568784,Tao,742,Germany,Female,41,3,-1574.6143352927388,2,1,1,185729.4160165148,1
273,9231,15755770,Chineze,550,France,Female,28,5,117769.29144489183,2,1,1,23194.23968195724,1
274,8323,15715050,Cribb,606,Germany,Male,28,4,-779.0725265901427,1,0,0,34281.08498208653,1
275,1152,15650021,Ho,706,France,Female,25,3,123464.10014545947,2,0,0,50888.278745336815,0
276,7212,15739069,Clements,729,Germany,Female,26,3,94107.29168073201,3,1,1,142669.5426605156,1
277,7570,15602398,Swinton,492,Germany,Male,44,6,168101.62232419115,1,0,1,184770.4544207426,0
278,4696,15739604,Sinclair,610,France,Male,50,5,114653.70291816162,2,1,1,39962.58438617589,1
279,6921,15610916,Sherman,511,Spain,Male,39,2,61743.457903690105,3,0,1,20127.595540758743,1
280,9775,15654959,Sun,542,Spain,Male,39,5,114779.94777497381,2,1,1,160116.0973475711,0
281,8263,15750583,Yeh,641,Germany,Female,49,9,138171.7215524187,2,0,0,148550.25180283215,0
282,6201,15620603,Romani,700,Spain,Female,35,3,88882.3324385735,2,1,1,83057.55627637114,0
283,2775,15709166,Geoghegan,644,Germany,Male,36,8,841.3881261771768,2,1,1,31134.70423449762,0
284,10171,15634797,Barnhill,590,Spain,Male,31,5,114417.56223809473,1,0,0,187383.12338266525,0
285,2860,15743522,Maduabuchim,711,Germany,Female,32,7,785.1702580124567,1,0,1,59732.01709644212,0
286,9707,15677994,Su,625,France,Female,41,3,1079.0083839768695,3,1,1,179592.46444132554,0
287,3029,15798348,Moore,549,France,Female,30,3,89523.56044180019,3,0,1,119738.96638841566,1
288,3936,15737349,Wallace,778,Germany,Female,38,9,106646.425581824,1,0,1,15000.063290115419,1
289,7926,15579263,Uvarov,598,Spain,Male,41,7,128010.16631099096,2,1,1,44669.243224983424,0
290,5760,15671911,Santana,845,France,Female,43,8,51969.14352788303,2,1,1,175027.89565606823,0
291,2280,15741575,Beavers,725,France,Male,30,3,619.9249417814007,2,0,1,180873.75923117786,0
292,652,15698405,Kaeppel,592,Germany,Male,25,4,76438.62383332757,1,1,1,40063.36543201686,0
293,5138,15783119,Shao,578,France,Female,55,8,492.66404208987234,2,0,0,199040.0683354472,0
294,5133,15693549,Smith,527,Germany,Male,36,8,1150.4838862391816,3,0,0,115055.02984877751,0
295,5642,15611785,Niu,802,Germany,Male,25,4,1621.7982056478124,2,1,1,166225.00143622793,1
296,8380,15694764,Pirozzi,579,Spain,Male,40,2,2195.2365892776315,2,0,0,110982.29029825701,0
297,949,15681948,Zikoranachidimma,602,Germany,Female,38,3,108043.42725950155,1,1,1,164775.429688874,0
298,4817,15648815,Ch'in,622,Spain,Female,42,9,1593.948519127876,1,1,1,83448.87995754242,1
299,8608,15636149,Fitzgerald,584,France,Female,29,7,109878.64353829902,2,1,1,186386.61781810093,0
300,2834,15702180,Ebelegbulam,513,Spain,Female,34,5,141869.9751731047,2,1,1,193812.15057363012,0
301,9101,15775521,McGregor,863,Germany,Female,40,9,534.5533689217675,2,1,0,184838.39998518195,0
302,9135,15592926,Wu,736,France,Female,25,2,131511.99534688384,2,0,0,73001.1001588942,0
303,7975,15804441,Foran,796,France,Female,34,10,76965.82426266657,1,0,0,9908.014311059935,0
304,1752,15804287,Lin,834,Germany,Female,57,6,147887.2297710498,1,1,1,107316.41755887662,1
305,5851,15632333,Golovanov,597,France,Female,26,9,96549.29931306062,2,1,0,25807.423761109218,1
306,3884,15657459,Mironova,745,Germany,Male,41,9,144740.24806199662,2,1,1,152671.7511681138,0
307,9179,15714215,Calzada,705,France,Female,52,8,934.8874869036566,3,0,0,187001.53999650275,0
308,4709,15742316,Toscani,708,Germany,Male,44,2,81913.60590604419,2,1,0,44415.47740514878,0
309,2546,15722434,Cheng,733,France,Female,20,7,100737.85697050493,1,0,1,144362.2420956711,0
310,9339,15620783,McIntyre,530,Spain,Male,34,5,76266.00682308915,3,0,0,192315.73576664866,1
311,9690,15632689,Ibezimako,619,France,Female,38,2,-1830.0822072261724,2,1,1,51771.33208871192,1
312,7655,15651957,Chinwendu,718,France,Male,38,7,96258.8732827222,3,1,0,42959.64467647075,1
313,1541,15580289,Adams,783,Spain,Male,45,8,102631.20707970015,2,1,1,99171.18710537213,0
314,8747,15707082,Ponce,488,Germany,Female,42,1,112724.57184844915,2,1,1,191283.29191781642,0
315,1586,15620125,Yao,727,Spain,Male,52,1,111518.52031157797,2,1,1,8713.560403550815,0
316,9218,15692166,Cavenagh,592,Spain,Female,24,7,138803.44363769883,1,1,1,9451.009500506154,0
317,8928,15756678,Barber,604,Spain,Female,45,2,152005.59755835665,2,1,1,108248.29674364052,0
318,5856,15716921,Abdullah,636,Germany,Male,32,6,116855.47315932639,3,1,1,9594.130930978201,0
319,3640,15578679,Lord,726,Spain,Male,32,4,82600.75135261723,2,1,0,124242.96494871927,1
320,5401,15687799,Kennedy,776,Germany,Female,44,7,-2119.253926000061,2,1,0,81229.33351301312,0
321,8272,15618252,Alekseyeva,759,France,Female,40,3,117309.91998681118,2,1,0,205939.73677259445,1
322,4462,15597487,Colon,589,France,Female,36,6,129261.2689616774,1,1,0,20540.669868402074,1
323,7975,15665858,Chukwudi,810,Germany,Male,45,2,95192.70438986571,1,1,1,164415.5168581037,0
324,5127,15747979,Osinachi,837,Germany,Male,33,8,120.56352749520637,2,1,0,43532.997189838934,1
325,8653,15743395,Nnaife,583,Spain,Male,43,3,518.8877795716415,2,0,1,61210.93222807532,1
326,5960,15573406,Warlow-Davies,596,Germany,Male,28,2,118528.83091555524,1,1,1,48556.35210143568,0
327,3548,15670399,Benjamin,657,France,Male,28,4,114206.78296925077,1,1,1,158729.05013768788,0
328,7320,15612169,Walker,697,Germany,Male,26,3,93696.05790696102,2,1,1,115215.63463785526,0
329,1646,15733063,Donnelly,485,France,Male,25,2,-1096.341141903855,3,0,0,138945.05442453682,0
330,9343,15638629,Campbell,609,France,Female,39,9,126066.94272882689,2,0,1,54994.45379393643,0
331,4057,15710660,Ma,759,France,Male,29,9,332.08738397192883,2,0,0,119159.29974507242,0
332,7430,15619726,Fallaci,746,Germany,Female,30,2,63258.02968018742,2,0,0,118494.7642327009,0
333,7482,15678373,Milne,735,Germany,Female,30,10,135963.7253062326,2,1,0,27513.2777794394,0
334,4836,15666379,P'an,722,Germany,Female,37,3,102225.89993892821,2,0,1,165145.56767674003,0
335,5362,15655887,Azubuike,577,France,Female,48,3,101751.00420293855,2,1,0,53265.2838238506,1
336,9274,15655248,Osorio,661,Spain,Male,34,8,128304.31489870734,2,0,1,183250.06158489265,0
337,4707,15702768,Davidson,734,Germany,Female,28,6,99745.27077768577,2,0,0,133395.07231558763,0
338,8635,15679086,Szabados,848,Germany,Female,39,9,132779.42007024775,2,1,0,119595.45358962775,0
339,2484,15638677,Willis,766,France,Female,40,4,97263.18521689702,2,1,1,19869.607509982732,0
340,7532,15711239,Glover,785,Spain,Male,44,3,122386.90909084081,2,1,1,30778.36822707748,0
341,9692,15676239,Nolan,681,France,Female,61,2,121210.09162344251,2,1,1,189829.3167826621,0
342,2418,15706139,Greene,638,Germany,Female,36,1,116732.94979356899,2,1,0,138665.60142292097,0
343,5400,15699227,Kinney,643,Spain,Male,34,6,139199.19761978096,1,1,1,71505.1762824203,1
344,2642,15678640,Koehler,608,France,Male,31,3,147796.2694278739,3,1,1,140135.8522755835,0
345,9177,15720528,Robertson,676,Spain,Female,31,1,127280.44386635083,2,1,0,155155.42331960791,0
346,9464,15617885,Longo,555,France,Female,40,9,83.02524014264749,2,1,0,28616.301175981695,0
347,8316,15632638,Odinakachukwu,644,France,Male,33,1,116066.93657250359,1,0,0,180492.8924290068,1
348,2606,15576390,Otitodilichukwu,863,Spain,Male,32,3,138982.36821097313,2,0,1,180687.9150714287,0
349,4328,15646626,Ukaegbunam,635,France,Female,35,10,-678.3272992534337,2,0,0,133299.30517793144,0
350,7779,15788800,Genovese,735,Germany,Male,75,5,148718.40571266448,3,1,0,2881.741782110965,0
351,2525,15613209,Duncan,549,Spain,Male,34,1,166123.84553957795,2,0,1,175711.48327632798,0
352,4401,15658860,Nwokike,704,Spain,Male,27,4,121026.89290719645,2,1,0,183463.41648286727,1
353,4093,15608319,Teague,715,Germany,Female,32,3,-655.925041128975,2,1,0,173376.58118474667,0
354,7685,15680330,Niu,741,Germany,Male,26,3,-1169.058076906576,1,1,1,4944.198340626561,0
355,5351,15703024,Anenechukwu,540,Germany,Male,28,3,80500.75882053634,2,1,1,14229.517806072741,0
356,2495,15582895,Chukwuemeka,524,Germany,Female,24,6,130107.8301597246,1,1,1,76980.83336987092,0
357,4551,15624351,Tung,790,France,Female,38,1,95026.61017658093,2,1,1,121217.72930256123,0
358,3452,15770041,Randolph,546,Germany,Female,38,5,92674.57912383926,2,1,0,67263.46954372332,0
359,9472,15762382,Kodilinyechukwu,582,France,Female,35,1,95783.66440368693,1,1,1,93550.10217787031,0
360,9920,15621409,Yuan,594,France,Female,34,8,-572.6551449031833,2,1,1,147622.33156209832,0
361,7324,15597448,Sal,839,Spain,Male,68,4,2276.9014308988453,1,1,1,184978.38111211368,0
362,9541,15710872,Chang,754,Germany,Female,32,2,122641.06063399454,1,1,1,134605.49237974794,0
363,2093,15600308,Pisano,623,Germany,Male,47,5,130541.77192065098,2,1,1,107066.5636475013,0
364,2404,15796475,Townsend,542,Germany,Male,24,8,60229.348851690855,3,0,1,93946.46046958845,1
365,4549,15712504,Clark,679,Spain,Male,41,10,120502.02127294653,3,1,1,48391.31507699378,1
366,3186,15654468,Barnes,681,Germany,Male,25,9,119409.0329414286,1,0,1,151094.52929975293,0
367,9353,15632580,Gilbert,532,France,Female,34,8,117125.27520063467,2,1,0,193076.89019755446,0
368,8332,15689814,Stewart,637,France,Male,34,5,132448.47838188388,1,1,1,156295.88297262645,0
369,2073,15598100,Wu,541,Spain,Female,25,10,89404.75789604377,1,1,1,120058.44980734811,1
370,7705,15600548,Waters,729,Germany,Female,41,1,184228.62432128887,2,1,0,183812.96738938976,1
371,2150,15732020,Moss,522,Spain,Female,40,3,133721.26773119415,1,1,0,156714.56030955884,0
372,9217,15656711,Fyans,595,France,Female,40,4,86870.96370031439,1,0,0,74011.10457431775,0
373,1052,15620633,Begum,705,Germany,Male,25,4,138120.22244467706,1,0,1,77441.86995197416,1
374,3857,15708331,Lo,559,Germany,Female,38,4,106274.61327066662,2,1,0,34466.262892915096,0
375,5146,15670782,Lees,673,France,Female,47,6,-2385.5161461375833,2,0,0,21044.487787399717,0
376,2242,15634625,Voronkov,753,Spain,Male,42,8,119760.68934706552,3,1,1,183796.53597984972,1
377,7145,15667265,Chinwenma,610,France,Male,38,0,105138.7065339938,2,1,0,93459.99758799886,0
378,9690,15588558,Akudinobi,547,Spain,Male,48,7,73275.81020373698,1,1,0,113269.34582464607,0
379,8614,15720760,Johnstone,669,Germany,Female,29,1,118856.77155560025,1,0,1,54838.33419854843,1
380,4727,15777317,K'ung,553,Germany,Male,33,9,123672.64128184819,2,1,1,108407.35086156362,1
381,10000,15738278,Nnamutaezinwa,653,Spain,Male,62,6,120020.14893473493,2,0,0,24148.641412393776,0
382,7000,15607953,Abramovich,718,Germany,Male,38,1,-460.7127031522241,2,1,0,175225.37812823034,0
383,4284,15576730,Ts'ui,801,Germany,Male,43,9,-1690.1176876448922,2,1,1,162314.45257232507,0
384,7270,15631964,Loggia,794,France,Female,26,2,78979.30381152286,1,1,1,199989.4788429514,1
385,7310,15674201,Aksenova,545,France,Female,46,0,138853.16309997826,1,1,1,164112.74534941802,0
386,4511,15753430,L?,625,France,Male,42,6,116351.76357646965,2,1,0,165970.4042348704,1
387,821,15757219,Frolov,627,France,Male,30,7,760.9396146162055,2,1,1,6475.162847761811,0
388,5515,15614569,Kibble,710,Germany,Female,33,3,112455.4807777081,2,1,1,93264.56003808396,1
389,6381,15705738,Ch'eng,593,Germany,Female,37,9,151733.86758090474,3,1,1,67830.78531677206,0
390,9919,15582972,Obinna,431,France,Female,40,3,156521.55554368146,1,1,1,189975.3817920562,1
391,1143,15801204,Ukaegbunam,724,Germany,Female,57,5,136935.4714141656,2,1,1,81763.02430516102,0
392,4626,15589987,Loggia,795,France,Male,37,1,131327.22470676134,2,0,0,163149.63733988942,1
393,9392,15782276,Metcalf,660,Germany,Male,23,5,336.4350409507456,3,1,1,121695.50036315469,1
394,4128,15766344,Hunt,612,Germany,Female,36,3,109047.6555454081,2,1,0,105593.98515992548,1
395,2356,15619046,Molle,546,France,Male,40,5,88389.80060251018,1,1,0,180157.41480417523,0
396,7144,15787548,Bischof,662,France,Female,28,5,1949.8873973070745,2,1,1,148042.2893628071,1
397,5969,15709173,Trentino,491,Spain,Male,30,7,144702.87362122253,2,1,1,9585.182853327235,0
398,2564,15811489,Langdon,560,Spain,Male,41,1,91618.22936301155,2,1,0,109889.20609527324,1
399,7745,15638932,Okechukwu,541,France,Female,42,1,126063.4804446328,2,1,1,185666.0329119138,0
400,7573,15594222,Milanesi,538,France,Female,37,3,121199.20655819884,2,0,1,113753.0601774153,0
401,3322,15754533,Matthews,715,Germany,Male,29,7,1851.645195888276,2,1,1,126783.1169004481,1
402,7791,15717589,Dowse,687,Spain,Female,44,2,148815.0701108227,2,1,1,105957.93073371293,0
403,3750,15722312,Ginikanwa,598,France,Female,34,6,112194.23587470048,2,1,1,125980.96454277232,0
404,2535,15664407,Clark,644,Spain,Female,39,7,-68.58540610989968,2,1,1,129538.09193606398,1
405,5160,15796175,Campbell,631,Spain,Female,40,6,116077.58110353615,2,0,1,3347.768561500976,1
406,9453,15654447,Neumann,739,Spain,Male,46,4,1048.5887310585779,3,1,1,13793.919462051492,0
407,6851,15682661,Jideofor,603,France,Female,40,5,153524.6018115267,2,1,1,148203.45989680194,0
408,3988,15704247,Daly,808,Germany,Female,38,1,109716.11367363307,2,1,1,186266.1474833033,0
409,5292,15777056,Bradshaw,597,France,Female,35,1,134351.8037256577,2,0,0,104504.3757851799,0
410,1272,15797303,Le Gallienne,640,Spain,Female,47,8,114072.604702832,1,1,1,54881.2149253197,0
411,1918,15699027,Benford,755,Germany,Female,34,4,66334.41840724248,2,1,1,179330.29185592636,0
412,8662,15598372,Monaldo,649,France,Female,34,3,123386.6347066737,1,1,0,194578.44886018525,0
413,9426,15779238,Sargood,622,France,Male,43,8,102652.11982510277,2,1,1,16501.86606144696,1
414,7567,15738359,Miah,848,France,Female,26,1,127744.40046872661,2,1,0,115710.10187747305,0
415,3385,15792867,Watkins,766,France,Male,34,1,720.2076534593654,2,0,0,43425.22138152049,0
416,2876,15601865,Fang,544,Germany,Female,68,0,79832.42209801954,1,1,0,165874.23341825747,1
417,4668,15690606,Onuoha,754,France,Male,38,2,95708.73181633765,1,1,1,94238.28134563973,0
418,4575,15647886,Kuo,525,France,Female,32,1,-378.4560646227527,2,1,1,85218.9411674223,0
419,9840,15722197,Chinomso,766,Spain,Male,45,1,141165.8616093335,2,0,0,103573.78301777234,1
420,4903,15694569,Lassetter,553,France,Male,40,0,-846.8920412384657,2,1,0,194875.750457805,0
421,9151,15600422,Hawkins,774,France,Female,18,5,130425.10626606272,2,1,0,17584.064480300847,0
422,9350,15623807,Otutodilinna,620,Spain,Male,38,4,122813.79310506566,2,1,1,56851.374700964465,0
423,4288,15582877,P'an,732,Spain,Male,39,2,108492.9755513666,2,1,1,148415.07644828476,0
424,2006,15706568,Costa,751,France,Female,44,3,155460.48063110077,2,1,1,144363.6748754859,1
425,3152,15664095,Neumann,590,Spain,Female,46,5,97675.30685974772,1,1,1,68659.19235062519,1
426,9864,15798047,Holland,713,Germany,Female,36,1,103036.57666133821,1,1,1,38891.59131333742,0
427,6247,15657650,Windsor,813,France,Female,50,8,155153.2285383451,2,1,1,141733.83406195106,0
428,3416,15705754,Burson,732,France,Male,31,7,139.1570288682871,1,1,0,153647.36578807395,1
429,1280,15723657,Degtyaryov,683,Germany,Male,39,8,1554.7772791872494,2,1,1,132635.92119482014,0
430,7179,15678035,Ko,506,France,Male,38,8,156791.954940561,2,1,1,197866.64005169348,0
431,7129,15626898,Genovesi,531,Germany,Female,27,2,133501.70210855,2,1,0,105616.11060757031,1
432,8976,15620475,McGregor,789,Spain,Female,42,6,136491.67188638286,1,1,1,135049.39824953402,1
433,7419,15716533,Chu,772,France,Female,30,1,94271.72083441814,1,1,1,153931.51396239555,0
434,3221,15622879,Martin,628,Germany,Male,43,2,88711.92172715598,2,0,1,179495.02420977078,1
435,248,15793046,Miah,642,France,Female,49,4,139475.2201566964,1,1,0,185338.56396258587,1
436,8121,15681812,Gordon,744,Germany,Female,38,3,-1322.875067693309,1,1,1,64138.26853874537,0
437,4375,15680455,Hutchinson,558,Spain,Male,35,10,-189.34238119937206,2,1,1,61986.52431625698,0
438,2460,15586662,Evans,785,Germany,Female,46,7,115646.3300469323,3,0,1,148000.84290112634,0
439,7469,15665239,Forbes,628,Spain,Female,40,5,128693.23248398841,3,1,1,94758.54837997252,0
440,2361,15687305,Cocci,729,France,Female,41,4,817.5350016454212,1,1,1,119243.41348160035,1
441,3598,15715316,Gordon,765,Germany,Male,31,9,134692.91723661972,2,1,0,158038.83775965127,0
442,9332,15590714,Ritchie,654,Germany,Male,46,2,141156.34851471975,1,1,0,159702.44193875144,1
443,8991,15739642,Lamb,496,Germany,Male,33,3,98301.02021575559,1,1,1,163103.64652848395,0
444,2972,15712788,Martel,587,France,Female,28,8,87712.728137918,2,0,1,181955.36050075293,0
445,5722,15712505,Golubeva,617,Spain,Male,36,1,283.8513607040804,2,0,1,164880.28800056444,0
446,3867,15783752,Fuller,697,France,Male,40,8,131946.61404534418,3,0,0,78358.22707114498,1
447,2911,15791996,Yang,641,Spain,Female,37,7,105220.95172181238,2,0,0,146207.61692711146,0
448,6607,15758790,Briggs,752,Spain,Female,37,1,129275.28031257103,2,1,0,120666.19825203247,1
449,2345,15681734,Onwuamaeze,690,France,Male,27,9,116010.0655255839,2,1,1,187673.07893968627,0
450,9960,15617353,Ricci,551,Spain,Male,45,6,117093.695699303,1,1,1,129772.78980201427,0
451,8840,15628849,McKay,615,Spain,Male,37,6,92197.43221835197,2,1,0,147236.11150303713,1
452,9189,15605674,Christopher,610,Spain,Female,43,2,126449.460385594,2,0,1,177550.5358815843,0
453,9837,15632078,Garmon,641,France,Female,38,7,109537.88970550719,2,1,0,170913.8164032737,0
454,9716,15649195,Sullivan,642,France,Male,45,10,124248.78581657757,2,1,1,100955.43124770866,0
455,9262,15707055,Bair,603,Spain,Male,39,6,142345.37073390462,1,0,1,165711.0039994144,1
456,3830,15704110,Francis,607,Spain,Female,67,2,127828.03172173389,2,1,0,9036.892582727196,1
457,9394,15777300,McChesney,695,France,Female,30,1,131019.68171023781,2,1,0,162784.81746192143,0
458,4585,15656370,Lupton,771,Spain,Male,31,2,-280.37734869018624,1,1,1,181271.64083507037,1
459,5294,15657698,Gresswell,656,Spain,Female,31,1,-724.8345405740108,2,1,1,197100.25196613523,0
460,5231,15625353,Davide,763,Germany,Male,43,8,123401.91370462827,1,0,1,108592.63969676581,1
461,9513,15762374,Pinto,661,France,Female,31,7,93291.9298878668,1,1,1,17448.635846638317,1
462,3527,15793166,Kay,643,Germany,Male,29,9,150744.53411647648,2,0,1,182414.9343211379,1
463,9639,15578212,Monaldo,622,Spain,Female,47,3,113935.03315431476,2,0,0,135794.84571925114,0
464,6950,15670640,Golubev,840,France,Male,41,2,147983.9944897173,3,0,0,99526.30876276399,0
465,2488,15612900,Romano,733,Spain,Male,68,7,1029.3727027906023,2,1,0,182089.7950325464,0
466,3099,15683755,Chizuoke,853,France,Female,40,3,150112.0278619817,1,1,0,54547.86278677578,0
467,1189,15698742,Thompson,467,Spain,Male,32,2,-1141.407156637784,2,1,0,190817.09225689142,0
468,8196,15615347,Wallace,615,Germany,Male,41,1,133247.74598791866,1,1,1,29578.728777651835,0
469,5867,15644517,Greco,768,Germany,Male,40,1,102139.88488315178,1,1,0,180742.98807683776,1
470,2286,15578441,Mao,773,Spain,Female,34,8,106758.48554887559,2,1,0,97450.6216514169,1
471,9391,15694976,Lo,664,Spain,Female,31,3,146262.16640523548,3,1,1,21980.80432149949,0
472,6170,15636741,Lombardo,749,France,Female,18,5,127748.79829215488,1,1,1,198186.20878870127,0
473,6997,15570524,Gonzalez,633,Spain,Male,48,5,147140.22867347606,1,0,1,83091.60375550462,0
474,1381,15729570,Clements,587,Germany,Female,35,2,113275.41936477422,2,1,1,150625.9067633485,1
475,534,15807469,Larkin,576,France,Female,35,8,90787.29793410026,2,0,0,166370.1920806217,0
476,9895,15783325,Montalvo,643,France,Female,34,1,160666.5465076368,1,0,0,184270.95194822262,0
477,3886,15675538,Nkemakonam,772,Spain,Female,35,1,99963.93771058168,1,1,1,110311.13704613487,1
478,7655,15629095,Thomson,795,Spain,Female,49,9,148867.2775898468,2,1,1,110485.00919553892,1
479,8987,15582716,Calabresi,644,France,Male,63,2,106385.26372059956,3,1,0,192091.6203565837,1
480,2958,15774834,Douglas,642,Germany,Female,31,1,131763.86224988603,2,1,1,100498.32829253041,1
481,2152,15791538,Egobudike,643,France,Female,39,6,94970.44916616878,3,0,0,128536.14939046842,0
482,2931,15693938,Humphries,636,Germany,Female,38,5,863.2917070821832,1,1,1,131235.4639159551,0
483,5133,15734321,Harvey,646,Spain,Male,28,4,127826.58125502124,2,1,1,107615.39321650876,0
484,4351,15752586,Ginikanwa,641,Germany,Female,47,6,94411.93639925943,2,0,1,53010.107605090416,1
485,9447,15625137,Murray,671,France,Female,36,6,105356.61250560875,1,1,0,195644.94521421962,1
486,907,15701972,Bunton,638,France,Female,42,2,-1994.1384491335418,2,1,1,101134.02797665245,0
487,9171,15681694,Douglas,699,Germany,Female,38,1,120580.19924808484,2,0,1,3849.097361747914,0
488,8813,15684151,Komarova,679,Germany,Male,47,8,122830.45457236175,1,1,0,-612.360837462531,0
489,8356,15792864,Holland,838,France,Female,31,6,293.2457818577022,2,1,1,133260.4042915348,0
490,9473,15655917,Lawley,708,Germany,Female,41,7,1019.8512023769551,1,1,1,16431.975431882613,0
491,8254,15629848,Meagher,822,Spain,Male,44,2,121688.56674053792,2,0,1,112598.28161637162,0
492,6981,15799895,Wilding,525,France,Female,41,3,93464.8237355296,2,0,0,54157.542686819135,1
493,7869,15721324,Roberts,653,Germany,Male,35,5,82177.49388816113,2,1,1,141222.17605505697,0
494,3684,15764216,Gibson,707,Spain,Female,42,5,121313.36026723644,2,1,0,17141.538981085923,0
495,1343,15635048,Brown,751,Germany,Female,33,2,66422.65520645992,3,1,1,181085.40463336458,0
496,2592,15620061,Fokine,643,France,Female,58,1,97856.54358501459,1,1,1,132680.83557758716,1
497,1851,15636038,Dawson,570,France,Male,29,1,110168.64533303953,1,1,1,183922.66184381122,0
498,9209,15694978,Cunningham,761,Germany,Female,32,3,128814.62300671553,1,1,0,82999.80021832365,0
499,7754,15675612,Wilhelm,780,France,Female,28,9,125361.63093468091,2,0,1,150772.92766444632,0
500,924,15646477,Fyodorova,627,Germany,Male,26,8,123466.05186870933,1,1,1,3458.6702477344043,1
501,7209,15651272,Piccio,764,France,Female,27,2,121896.09566153554,2,1,1,16960.502853002366,0
502,8284,15746223,Chidimma,546,Spain,Male,66,7,115320.83398944786,3,1,0,171622.66277442125,0
503,9527,15606081,Hope,769,Spain,Male,30,9,115658.44021862504,3,1,1,120035.29109162577,0
504,9495,15699162,Isayeva,766,France,Female,19,7,-29.909736136892054,1,0,1,162016.7308854948,0
505,5773,15797440,Crist,620,Germany,Female,38,3,90059.06555725381,2,1,1,47378.13443065553,1
506,3379,15697009,Chukwualuka,702,France,Female,33,10,124778.07939615563,1,0,1,130408.4428125114,0
507,2972,15648196,Palmer,629,France,Male,24,8,117900.94096919328,2,0,1,187317.36309052742,1
508,9182,15623989,Milano,529,Spain,Female,29,4,95462.89220507414,2,1,1,86356.49553828595,0
509,7413,15721647,Neitenstein,626,Spain,Male,43,4,129925.18635530128,3,0,1,31345.862203848337,1
510,1367,15620619,Marsden,665,Germany,Male,32,7,-1498.754818758503,2,1,1,99385.34289194953,0
511,8032,15579475,Palermo,836,Germany,Female,44,4,535.1946371938628,1,1,0,45806.13648577727,0
512,6125,15806518,Shubina,603,Germany,Male,45,8,144309.23543700232,2,1,1,122637.03419328903,0
513,2481,15624789,Larkin,675,Germany,Female,41,1,-646.9134236146207,2,0,1,19092.091424913586,1
514,4691,15773104,Crawford,760,Germany,Female,40,0,126505.63534719641,2,1,1,124975.39213675598,0
515,6542,15776464,Williams,553,Germany,Female,33,8,280.85242228685274,2,1,0,161037.95302206167,0
516,2002,15759394,Hudson,476,France,Female,36,7,110954.57444152553,2,1,1,73262.10764210299,0
517,5277,15590768,McDowell,555,Germany,Female,30,9,-1056.7202067766161,3,1,0,152886.4582766575,0
518,5643,15705975,Dulhunty,740,France,Male,33,3,95871.48948563384,1,1,1,93027.82611072126,1
519,5386,15711125,Samoylova,599,Germany,Male,33,1,111663.66550295363,2,1,0,165225.67868658868,0
520,1150,15801945,Glasgow,714,France,Male,32,8,111496.90396319026,2,1,1,101732.14802321198,1
521,1753,15782052,Glossop,610,Germany,Female,41,4,131643.16577590717,1,1,1,72741.439346459,1
522,8032,15635360,Palmerston,661,Spain,Female,28,6,1241.2971623216229,2,0,1,178377.3791872999,1
523,5528,15638822,Tseng,595,Spain,Male,29,9,94582.97263280791,3,1,1,168179.75974647084,1
524,9798,15613983,Chu,527,Germany,Male,67,1,115274.97434578148,2,0,1,49511.91014412683,0
525,4678,15778790,Okechukwu,482,France,Male,34,5,114499.92032105302,1,0,1,157801.13891150942,0
526,4121,15614686,Ochoa,533,Spain,Male,38,5,133634.58177374327,2,0,1,181317.905100682,1
527,8660,15580359,Sugden,766,Germany,Female,48,8,117392.57730971108,2,1,1,4412.926513955241,0
528,520,15791092,Allnutt,641,Spain,Female,37,8,127607.21295072587,2,0,1,128814.82574213819,0
529,7935,15617477,Pettry,559,Germany,Male,44,8,124833.15313813249,2,0,0,174327.03794103907,0
530,9771,15713521,Siciliano,676,Spain,Male,54,2,98548.34815528984,2,1,1,180586.99967491938,1
531,623,15727782,Chang,625,Germany,Male,24,5,74812.70951170338,1,0,0,132319.48775189448,0
532,5808,15717814,Cheng,710,France,Female,29,8,-1088.8465483476464,2,0,1,183534.14645674903,0
533,9409,15593626,Russell,512,Spain,Male,39,9,191344.25772829217,2,0,1,175434.56279666003,0
534,2783,15636146,Akobundu,638,France,Female,36,10,101398.7588431413,1,0,0,118742.1274737069,1
535,8291,15807813,Sells,759,Germany,Male,24,2,-56.141743312517335,2,1,0,68953.29394374767,0
536,9172,15573449,Chuter,625,Germany,Female,35,10,93542.22938375382,2,0,0,42224.70884298843,0
537,8512,15738964,Vasin,772,Germany,Male,27,7,159272.2286529354,3,1,0,57699.496848983064,0
538,9390,15672836,Konovalova,758,Germany,Male,49,8,109536.99585876787,2,1,1,66967.67979805503,1
539,7141,15588976,Lombardo,508,Spain,Female,30,1,78572.20136749999,1,0,1,147459.07987948591,0
540,4917,15693609,Fleming,620,France,Male,49,2,-39.234158491335506,1,0,1,108974.79944683198,0
541,9287,15798919,Chukwubuikem,670,Germany,Male,30,4,122601.49646782674,2,1,1,111072.95976547885,0
542,2921,15786189,Yu,546,Germany,Female,34,3,-1610.1318385419643,2,1,1,193833.2870893277,0
543,9454,15780780,Stiles,610,France,Female,22,5,115730.89948446194,2,1,1,186953.2978059721,0
544,4531,15682017,McGregor,678,Spain,Male,34,8,124647.91024334461,2,1,0,195242.59626059062,1
545,9534,15579432,Sun,698,Germany,Female,29,7,687.2738178764224,3,1,1,136328.38720826618,0
